item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
895,0.197137266,-0.072342269,0.054112341,0.130283192,-0.650657833,0.076530509,-0.690011978,-0.677556098,0.540728509,0.802420259,-0.42477262,-0.165259689,0.303235024,0.618437767,0.675840795,0.568521976,-0.843749881,0.11054495,-0.186770529,0.141336203,0.361423165,0.480616421,0.006201697,-0.795139253,0.326846331,0.875775039,0.94015187,0.946590185,-0.102851376,-0.707741082,0.660778582,-0.554071128
3878,0.037028715,0.149807259,0.22864446,0.385042816,0.547703981,0.035400536,0.010419706,-0.061436761,0.264543951,0.48597309,0.068386003,0.045772962,0.331054509,-0.10330531,-0.144358516,-0.232877776,-0.868436456,-0.541695893,-0.714564025,-0.386323839,-0.623955607,-0.203437448,-0.146992117,0.994781911,0.000748,0.382061332,0.591642201,-0.156340152,-0.704449892,-0.703281581,0.407028049,-0.516303301
3852,-0.484292448,0.511699557,-0.419941187,0.232937604,0.673066735,0.05344297,-0.175027415,-0.751784742,0.471703321,0.466417581,-0.312235773,0.320196658,0.309831828,0.284628928,-0.35421589,0.316939503,-0.866396129,-0.543210387,-0.666671276,-0.028151425,-0.624830306,-0.703377903,-0.585892975,0.336287528,-0.283228517,-0.083386369,-0.065003067,-0.021416919,-0.82566905,-0.430935234,0.624761224,-0.465038538
21,0.249090374,0.543498635,0.239572927,-0.061402354,0.641852736,0.173533812,-1.119796634,0.006730752,0.661560059,0.547463179,-0.289847255,0.75567764,0.472065568,0.146892309,0.481752157,0.435572624,0.003737317,-0.107576981,0.108267277,0.010720179,0.910400152,-0.768014252,-0.258184552,0.740100384,0.121817134,-1.17758584,0.698774934,-0.44252941,-0.452222645,-0.169445053,0.11079479,0.083719686
3241,0.1009949,0.390114278,0.56615591,-0.177734554,-0.201099217,0.383341581,-1.115767956,-0.371219784,0.565008163,1.110670805,-0.365688324,-0.15622364,0.007244453,0.295237631,0.13895902,0.01559514,-0.373527646,0.153416172,0.23545669,-0.117640562,-0.166972548,-1.829522967,-0.22870788,0.232641608,0.399849623,-0.850421131,0.650805354,-0.455746114,-0.497491717,0.012255203,-0.052291989,0.050255399
2838,0.325865895,0.442733347,-0.062976897,0.049748417,0.29619211,1.167074561,-0.853037238,-0.102880187,1.019176126,0.756057024,-0.281855166,0.25746429,0.461409003,0.446665555,-0.46608609,0.12483184,0.059185009,-0.52681458,0.03548323,0.019376852,0.812837481,-0.399466366,-0.241948619,0.243413612,0.193502694,-0.877749145,0.073408179,-1.234579206,-0.643571019,0.337754518,0.333928943,0.219837293
2946,0.189439207,0.567124605,0.200474814,0.062526777,0.289268643,0.868999541,-0.522939324,-0.13609919,0.17939119,0.269383192,-0.528179586,0.51465255,-0.289060086,0.427689373,-0.336208493,-0.331946015,-0.626864135,-0.842262745,-0.135991424,-0.434789568,0.356608152,-0.761676013,-0.27588433,-0.158190131,0.054697923,-1.256095052,0.511047363,-1.064416766,-0.611111164,-0.163451657,0.181477532,0.367503941
2342,-0.069840029,0.633703291,0.270513952,-0.548652232,0.669765472,0.972260594,-0.823204756,-0.379077852,0.305887848,1.208893895,-0.631282568,0.969922841,0.530352116,-0.241879091,-0.042966519,0.055170212,-0.289069533,-0.687656522,-0.099512622,-0.110399783,0.650445282,-0.337385386,-0.100921519,0.489943773,-0.311665744,-0.718133569,-0.109936699,-0.400123417,-0.852230668,0.041964479,-0.199686557,0.564146817
3766,0.554202259,0.55313015,0.112887911,0.125345379,0.648646295,0.396940231,-0.678506255,0.259532988,0.646833062,0.554350078,-0.635398209,0.074092031,0.851058424,-0.12621963,0.160728872,-0.0756303,-0.426984102,-0.47577402,-0.077922381,-0.080756105,0.763480008,-0.873848975,-0.478941351,0.574856997,-0.109620497,-1.173290849,0.58255589,-0.303040147,-0.634047151,-0.013585941,-0.209347054,0.917743027
2834,0.699826837,0.553117812,-0.314234108,0.329628915,0.425960153,0.709672332,-1.032230854,0.408054441,0.822951674,0.344222009,-0.064001642,3.77E-08,0.081749216,-0.220688522,0.039821912,-0.016386615,-0.022304803,-0.699356556,0.2045791,-0.424443156,0.815207005,-0.486563414,-0.383333713,0.556302011,-0.069030575,-1.131657124,0.624676347,-1.119124055,-0.54230988,-0.133409008,0.605749488,0.396998435
3168,-0.194588989,0.795144379,0.023701243,0.312758774,0.042886008,0.633289635,-1.023489594,0.004095622,0.377809376,0.90178299,-0.32476902,-0.387351811,0.098847874,-0.651805818,0.418006212,-0.334629059,-0.347226441,-0.487113535,0.047252644,-0.683386683,0.244471505,-1.277709007,-0.122772172,0.471095502,0.136503682,-0.813890219,0.611222267,-0.927229822,-0.893708527,-0.053947411,0.130775511,-0.335878849
2837,0.261710048,0.50473702,-0.173279658,0.289445937,-0.192997843,0.956915915,-1.397785068,-0.267681152,0.561412811,0.521004677,0.001714574,0.042922407,0.623879433,-0.08458098,-0.162110284,-0.207173407,0.043489128,-0.947849452,0.029969687,-0.197508469,0.744059145,0.009997815,-0.278744251,0.421427578,0.552814126,-0.522810638,0.208626479,-1.114115596,-0.845909894,0.075081721,0.077554189,0.012094547
2054,0.30309996,0.146567017,0.201303571,0.189456344,-0.3906627,0.96568203,0.117797554,0.670140803,0.757560015,0.333129376,-0.364561588,0.218377739,0.810795665,1.287070274,0.635399699,-0.580102205,-0.353032291,-0.099093571,0.427839845,0.086007193,0.467319727,0.124615036,0.292731971,0.325833857,-0.068345979,0.430575132,0.659482121,0.174691424,-0.433227688,-0.591630518,0.75270468,-0.204972655
177,0.010716095,0.064421661,-0.447222918,-0.248154789,0.105510272,0.631030321,-0.184287935,0.60783124,0.592131317,0.265198231,-1.052524567,0.356140077,0.585991383,0.917326689,0.672885597,-0.817721009,-0.889692545,-0.031483699,0.471531361,-0.114125721,0.075503007,0.490301162,0.211547643,-0.22802037,-0.179454952,0.459688097,0.792564571,0.614188135,-0.25889352,-0.510514379,0.619263172,0.65088433
1228,0.281049222,0.131996483,-0.375214338,0.012799917,-0.202203333,0.995407224,0.143438354,0.588049829,0.560555518,0.51273638,-0.409803361,0.5099563,0.535915673,0.358969599,0.676433086,-1.003841519,-0.803617716,0.231110722,0.321672708,-0.152268067,0.46109435,0.765233874,0.377247691,0.350202113,0.123407274,0.498666644,1.20815289,0.494293749,-0.240123346,-0.522378981,0.667247891,0.383794278
1057,0.19585529,-0.342045963,-0.491714627,0.038010091,0.164233953,0.147968724,-0.412919492,-0.088053629,0.196510419,0.344101906,-0.488867372,-0.238971487,-0.264950514,0.993370891,0.492781192,-0.463206828,-0.486700356,-0.40546602,0.020222196,-0.076887906,0.509141743,0.732977808,-0.428439677,0.518672526,-0.32567814,0.79351294,0.866961598,0.263594359,-0.178524166,-0.512146473,0.635555387,-0.069124356
913,0.317289978,0.037245139,0.032486543,-0.112560458,0.020542869,0.384562016,-0.368226737,0.226927981,0.256727964,0.689193308,-0.244231716,0.165442154,-0.263524204,0.717790782,0.195760518,-0.647620618,-0.370913267,0.091319084,0.858491898,-0.301641077,0.885513127,0.678232193,0.595223367,0.084430292,0.088383161,0.741129935,0.48675245,0.87327081,-0.224225551,-0.892000914,0.912045181,0.526203275
820,0.016101994,-0.258285552,-0.000645034,0.195563331,-0.618654907,0.626049817,-0.000977477,0.1620785,0.576743066,0.458158821,-0.553165793,-0.152363732,0.521917462,0.497211963,0.58515048,-0.454445273,-1.330299616,0.088324748,0.438284397,0.088947237,0.300976753,0.467752576,0.114051543,0.470164359,-0.045347564,0.729768753,0.720862329,0.422007412,-0.299805045,-0.64953506,1.165082574,0.56232357
821,-0.386116475,-0.551701486,0.050178941,0.656715572,-0.752765417,0.887662053,-0.433766246,-0.075307861,0.331320345,0.35114193,-0.51612705,-0.126328364,0.500382841,0.554467499,0.23049973,-0.605141759,-0.956829846,0.324504435,0.376724422,-0.085486695,0.433886468,0.872107863,0.247758642,0.56878227,-0.515362918,0.337489843,0.583077431,0.072626635,-0.260892898,-0.910029113,1.307183504,0.099348158
3440,-0.274308801,-0.19366017,-0.098227791,0.551844716,-0.707266808,0.878622174,-0.626702547,-0.336016238,0.147262812,0.502301991,-0.150909096,-0.059394825,0.139438763,0.195558652,0.510289311,-0.32362923,-0.904451251,-0.313725233,0.100403838,0.011704443,0.493098229,0.321540087,0.223261803,-0.282646894,-0.0271725,1.327192783,0.841077507,0.330154717,-0.524857521,-0.801682651,1.04337132,-0.073892683
3233,-0.322427243,0.42708227,-0.115984015,-0.156638652,-0.357888579,1.176781654,-0.915636718,0.235453352,-0.3325499,0.403224885,0.257584721,0.073876984,0.116792001,0.915865958,0.585530758,-0.357978433,-0.310868233,-0.565616846,0.13367255,0.188823014,0.419516027,0.678421676,0.066679731,-0.603511095,-0.003840466,0.86602366,1.082154274,0.407357544,-0.749177158,-0.785950899,0.775682926,-0.167494491
3498,0.420958072,0.607062459,0.454421461,-0.068750255,0.634087086,-0.471277624,-0.930072606,-0.358707964,0.54796344,0.328523308,0.04754217,0.771919966,0.150911704,0.129560739,-0.149288699,0.206545785,-0.368042171,-0.307222545,-0.093028247,0.504460573,-0.230620712,-0.456222177,-0.982829154,0.228562966,0.444942355,-0.358235091,0.373513669,0.105886176,-0.525540173,-0.684091449,0.430366427,-0.350776404
2689,0.623288512,0.449824452,0.691590548,-0.310164928,0.902445734,0.51409471,-0.582706809,-0.263129383,0.428784668,0.616041839,0.503117442,0.20220302,-0.007666141,-0.147879288,-0.65708077,-0.228230581,-0.70862031,-0.235517874,0.26915887,0.15851441,0.277003825,-0.399758816,-0.92972672,0.478569686,-0.232214734,-0.249332443,0.598640203,-0.132132605,-0.238371998,-0.380457699,-0.224984348,-0.042574249
3677,-0.204847366,0.772618175,0.702242076,-0.213383645,0.684409797,0.129984826,-0.29394874,-0.164351583,0.160158217,0.275849879,0.298525721,0.349793494,-0.031995855,0.104112022,-0.465126783,0.063309208,-0.274487287,-0.374448359,0.00975338,-0.389985204,0.349406779,-0.486970901,-0.922151923,0.465826899,0.452669233,0.041892096,0.781060457,-0.542997301,-0.711247265,-0.620631039,0.569242418,0.02164546
1750,-0.199015751,0.344300002,0.354562014,-0.019136073,0.021916209,0.11689242,-0.899825811,-0.404479146,-0.230444014,0.500050902,0.000668604,-0.502329648,-0.567192435,0.135378912,0.614873827,-0.442862868,0.177600995,-0.43830049,-0.238199249,-1.088495493,-0.076198295,-0.481625348,-0.298214495,-0.00550349,0.499542177,0.281257063,0.325202793,0.445907146,0.014546498,0.45797208,0.911148787,0.073284879
3326,0.004255664,1.167441726,0.673920512,0.391253024,0.141677335,0.708140016,-0.291160494,-0.601174653,-0.269118756,0.514220119,-0.374429882,-0.522348702,0.145929292,-0.509748459,-0.228369415,-0.113402613,0.445157409,-0.182672426,-0.535028636,-0.416140527,-0.343848765,-0.135676786,-0.072526693,0.295522034,-0.064983122,0.250806898,0.60746932,0.229111418,0.029632783,-1.059804797,1.115555406,-0.445542753
2243,0.289793164,-0.414423138,0.166956306,0.102868982,0.023070524,0.219831914,-0.929873109,-0.310279191,0.335511625,0.738028467,-0.112530731,-0.044502005,0.218447119,0.789007068,0.68169862,0.188630283,-0.335943907,0.373303086,0.260475785,-0.000360121,0.605007052,0.349935383,0.206412494,-0.94153285,0.392448545,0.898840904,0.762393892,0.853334665,-0.183144778,-0.512433469,0.592888176,-0.110530712
2399,0.472547919,0.672964633,0.453679323,-0.127058059,0.150781438,0.043570377,-1.131018996,-0.53781867,0.908767045,0.094472006,-0.036511417,-0.087710939,0.375226557,-0.118244678,-0.384554058,-0.462108225,-0.289198697,-0.404533803,0.33514443,-0.317220986,-0.083330691,-0.005298144,-0.463041872,0.245063424,0.234472886,-0.366688073,-0.042468324,1.02235949,0.009661044,0.116540365,0.159590125,0.933717251
3349,0.081499197,0.759106159,-0.036682285,0.395193994,0.580611885,0.500746429,-0.042916048,-0.937003851,0.730488896,0.511710703,-0.006844894,0.361022741,0.529868186,0.560078025,-0.292193979,0.331008703,0.16839698,-0.51459229,-0.206326902,-0.272333115,-0.163837001,0.254773676,-0.255550563,0.024415685,0.383732021,-0.111310162,-0.150719598,-0.74839431,-0.356405616,-0.044441603,0.609998703,0.191858858
4024,-0.38352102,0.63776958,0.529547572,-0.600659788,0.716976881,-0.193944678,-0.199952215,-0.713953972,0.117509499,0.239952371,-0.210403308,0.036711227,0.048201885,0.386857331,0.236381933,-0.261273742,-0.148102254,-0.358267635,-0.388214916,-0.790255189,-0.141429827,-0.725419164,-1.041008592,0.755235255,0.372322768,0.551488578,0.70562464,-0.124874055,-0.828912795,-0.577433407,0.512552142,0.137681246
547,0.035343263,-0.097751841,0.504233539,-0.124088533,0.387117088,0.518227816,-0.504336119,0.174702018,-0.186346263,0.786310971,0.083770566,-0.062863082,-0.123906881,0.231750607,0.584343314,-0.968418241,-0.666827202,0.196232975,-0.750264943,-0.263425052,0.657014489,0.815757751,-0.557420313,0.342990637,0.788128674,0.17385143,0.347836345,0.887757421,0.33668676,0.058959931,0.658892035,0.599456012
3446,0.017688826,-0.030666685,0.035894979,0.166410282,-0.333073765,0.548630655,-0.117333494,-0.136615589,0.267808616,0.736859858,0.197275311,-0.143792972,0.323001027,0.431373715,0.2602081,-0.271052629,-1.404101014,0.352081716,0.229723737,0.37022233,0.364987463,0.5180282,-0.087582164,0.085368842,0.238494411,1.012659788,0.454899907,0.344724715,-0.081871472,-0.796621621,1.26983285,0.554146588
314,1.013278604,0.403891087,0.594750583,0.23561725,0.619848073,0.329384208,0.231367886,-0.088015243,-0.200569853,0.967445493,-0.313402474,-0.288793743,0.534784615,0.911131561,0.598333955,-0.519233823,-0.953250349,0.018252499,0.015125333,0.130226687,0.030668486,-0.137830347,0.254193038,-0.606043637,-0.145255893,-0.120425671,0.060561284,0.194240093,0.43664518,0.248469397,0.243820593,0.480313003
1399,0.305606812,-0.976716518,-0.109589949,-0.287347287,-0.055249907,1.07471478,0.098001234,-1.095747709,-0.212844685,1.149131536,-0.285190254,-0.480246186,-0.264216512,0.41584596,0.367819101,-0.049209069,-0.121211261,-0.116987027,-0.541669071,-0.45350787,0.439440131,0.319050729,-0.094245762,-0.825996041,-0.294154584,-0.278199375,0.770344675,0.03825308,-0.21208863,-0.365150243,0.575424492,0.154718012
4125,-0.338759512,0.03499737,-0.107550025,0.927470446,-0.42861408,0.711427808,-0.543830395,-0.389534801,-0.074552342,0.943679631,-0.00756518,-0.137924552,0.494273096,0.306957662,0.402656853,0.050405413,-0.852777243,-0.178735226,-0.121920675,-0.242044225,0.459502816,0.351896435,0.17594485,-0.608204663,0.224915504,1.303510427,0.309052557,0.263967484,-0.250901103,-0.534060299,0.805164576,-0.465265185
443,0.371538341,0.702557862,-0.082291238,0.512876332,0.007301452,0.25609833,-0.218117908,-0.82657367,0.256832868,0.417482972,0.063174546,0.506850362,-0.016012738,1.248772979,-0.769141793,0.332552731,0.284545064,0.151980698,0.312662929,-0.404901683,0.593837082,-0.445596188,0.273526549,0.343420237,0.369668782,-0.245382905,-0.05231541,0.012514791,-0.670227885,-0.15762338,0.795099854,0.208411127
3227,0.333953917,0.451914042,-0.048977435,0.494416863,0.195619062,0.117627509,-0.303033769,-0.638840139,0.277116418,0.777504444,0.040275306,0.402329952,0.156004712,0.897492886,-1.032096505,0.241389707,-0.005683545,0.017515518,0.296811879,-0.318216383,0.181271866,-0.329620153,-0.038780056,0.215371281,0.264874369,-0.425381213,-0.190822601,-0.136843696,-0.70496881,-0.002737492,0.508619487,0.122918159
2134,0.946830213,0.130013958,0.714212537,-0.319834024,0.006720848,0.236309975,0.069642216,-0.145050511,0.302958518,0.915192783,0.072413586,-1.155801773,0.33510223,0.360288471,0.171867177,-0.220084891,-1.154599547,0.271374732,-0.380742252,0.117214456,0.246662319,0.519866228,-0.091087699,-0.004584292,-0.018688876,0.183791921,-0.144794807,0.163880602,0.065403901,-0.33990562,1.093864202,0.122518905
2713,0.576830149,0.784396231,0.728518903,-0.019361235,1.27707088,0.468673855,-0.059455726,-0.694293618,0.691714466,0.242257461,-0.050970647,-0.28260988,-0.047827322,0.463270813,-0.244471014,0.002586439,-0.349024892,0.028387936,-0.277779877,0.140235767,-0.091575176,-0.01938279,-0.679237008,0.189346254,-0.251071006,-0.111889012,0.476354182,0.139367014,-0.388309687,-0.358275712,-0.248025879,-0.241185009
2711,0.579824328,0.645485997,0.664191544,-0.045992218,1.179888248,0.43048501,-0.242513031,-0.679812491,0.728978515,0.437006921,-0.054969426,-0.245794788,-0.122594342,0.494950533,-0.29718557,0.050410908,-0.485672891,-0.130703896,-0.02603591,0.297125638,0.124949239,-0.183256835,-0.931448042,0.13752605,-0.230290934,-0.347901046,0.324951649,0.014045764,-0.462603688,-0.36169675,-0.456515551,-0.293841213
848,0.729429126,0.562243819,-0.338131577,0.482555062,0.917210281,0.739203274,-0.012689739,-0.466338336,0.038855992,0.09074197,-0.467510402,-0.730932951,0.086146884,0.674288154,0.467514396,0.741571903,-0.54300952,0.152047172,-0.575237751,0.022885902,0.170451939,-0.387359917,-0.583317876,-0.596932828,0.055371881,0.341869622,-0.093100898,0.295868516,-0.056323539,-0.165280789,0.779364347,-0.275175124
255,0.009448097,0.808593035,0.363717496,-0.436770707,0.61848104,-0.1190162,-0.134956583,0.732117295,-0.484882832,0.595189512,-0.046473149,0.018903559,0.849171281,0.671858251,0.427861392,0.391267747,-0.884332776,-0.184070796,0.027471278,-0.472074687,0.524726212,0.187007889,-0.150389254,-0.437576592,0.176900312,0.222191095,0.699076355,-0.064756259,0.413277745,-0.147472605,1.297464967,-0.118326195
1704,0.649038613,0.134094223,0.048188739,-0.175104469,0.598326087,0.466009378,-0.112363391,0.113817267,0.431194186,0.527404845,0.370387793,-0.265844494,0.590921938,-0.186718211,0.745927274,-0.782804966,-0.384293079,0.183631569,-0.394454628,-0.69282347,0.142797649,0.64755708,0.019708104,0.028273862,0.65968585,0.185641006,0.112746328,0.409465849,0.187855214,-0.361111552,0.749370158,0.602051437
3075,0.543333292,0.05609284,-0.067844242,0.29016161,0.566997111,0.340869904,-0.208701149,-0.553372622,0.142760828,0.344035953,0.079343505,0.68100816,1.093883514,0.169096947,0.123701133,-0.87233007,0.427167088,0.797392309,0.219337866,-0.450981796,0.223426208,-0.137758985,-0.028242074,-0.146008402,0.116733782,-0.132019788,0.107593887,0.149256617,0.198105678,0.316677928,1.206599474,-0.011431853
3957,0.092206351,0.328597426,0.72822696,0.556245267,0.743541777,-0.338671088,-1.183305025,-0.568167865,0.367600083,0.399977297,-0.525869966,0.617455304,0.469664782,0.370090634,-0.230082214,0.27760753,-0.142805278,-0.179434285,0.081860624,-0.257903904,-0.258155197,-0.305743217,-0.565658689,-0.308926135,0.55402565,-0.087635256,1.013804078,-0.106071755,-0.210697129,-0.333007157,-0.43024081,-0.671342909
3784,0.656830013,0.962624133,0.605072439,0.076733358,0.728953838,0.183367506,-0.130132422,-0.535518467,0.546559632,0.132269844,-0.175311878,0.311779052,0.400538653,0.105147697,-0.637558103,0.477071643,-0.741231024,-0.202793851,0.06262818,-0.320232064,-0.312509835,-0.426030248,-0.693218708,-0.301063716,-0.082138129,0.149893597,0.324648827,-0.074502461,-0.184403047,-0.589951992,0.395031124,0.030505402
4281,0.270836502,0.780300558,0.407887101,-0.284200728,1.250469208,0.048340522,-0.143504888,-0.455135465,0.217068046,0.227185965,-0.451650888,0.267779648,0.291690528,-0.181417197,0.614766181,0.141501114,0.101140156,-0.34122631,-0.411533475,-0.648677647,-0.333995938,-0.043393936,-0.116184726,0.26010716,0.08411704,0.259416491,0.674843431,0.508075297,-0.341198176,-0.613533974,0.302075684,-0.054920956
3364,0.620491266,-0.240030348,0.187586293,0.578634083,0.190025568,0.36448285,-0.143161029,-0.34936437,0.320510775,0.346505731,-0.383735806,-0.492033154,0.336121976,0.262705684,0.235900715,0.297443271,-0.071456142,0.149994582,-0.480792224,0.099097311,-0.659617662,-0.464037716,-0.105247423,-0.056602392,0.193719968,-0.104547486,0.423245281,0.437106997,-0.261641145,-0.358075887,0.801784098,-0.272615761
1185,0.437392592,-0.343997091,-0.049238179,0.16970323,0.349177033,-0.038138922,-0.535769403,-0.368368208,0.269353241,0.341158032,-0.207133979,-0.292488962,0.020919105,0.185213104,0.223125994,-0.268021852,-0.856676936,0.368596762,-0.301448911,-0.348912328,-0.204528213,0.277225673,0.264289141,0.096220709,-0.564884484,0.096523941,0.435578138,0.213467792,-0.116383672,-0.062034786,0.305917978,0.435263783
2242,0.065067694,-0.622798026,-0.249448821,0.000889961,0.151525602,0.381364316,-0.619539678,-0.399934441,-0.092675813,1.229741335,-0.042619076,-0.37327674,0.375726432,0.401805252,0.437557697,-0.117275573,-0.341434449,0.002408098,0.069384702,0.091096453,0.349473059,0.321132243,0.175261125,-0.803042531,-0.499642253,0.353088677,-0.090958565,1.007919788,-0.521086216,0.087739684,1.048280239,-0.100735836
1180,-0.334808081,-0.431812316,-0.530548334,0.217263445,-0.019793052,0.405164301,-0.489501148,-0.452712834,0.685654283,1.023050785,-0.118988872,-0.427661777,0.254488319,0.416298062,0.368365973,-0.301117748,-1.14483428,0.374743015,-0.450176597,-0.302656531,0.043763187,0.480315119,0.834897339,0.054329414,-1.162891269,-0.360897034,-0.238847837,0.275831431,-0.035570636,-0.064624608,0.76526463,0.342680275
2526,0.58096683,0.073700361,0.092446856,0.52246201,0.16364637,0.21430172,-0.00149742,-0.190160915,-0.151026666,0.770449936,0.170920208,0.442697674,1.108700991,1.123411179,1.165916443,-0.015873365,-0.854195058,-0.081578881,0.295184314,-0.234442592,0.001116023,-0.204056397,0.343127847,-0.001677075,0.046491317,0.164662018,0.771821916,-0.322815716,0.665731311,0.034032851,0.321142763,-0.207290381
1546,-0.332248539,0.366421461,-0.515725851,-0.641502261,0.212837338,0.176310226,-0.846483886,-0.743502975,0.18580249,0.580418766,-0.446859717,-0.537929595,-0.384708822,0.789964855,0.066147454,-0.642867863,-0.34520489,0.052027021,0.784444392,-1.302971244,-0.348322749,-1.06450808,0.187257439,-0.046150923,0.071996771,-0.286877394,-0.113419563,0.115674429,-0.581037819,0.478381753,0.463342309,0.278615475
1605,0.031305972,0.810518563,0.311612368,-0.373783529,0.008608643,0.459016562,-1.162993073,0.342500627,0.91599226,0.59847182,-0.054184213,-0.092147246,-0.09744776,0.276482701,0.206126675,-0.162910208,-0.423335552,0.918511748,-0.112699926,-0.779217541,0.757261276,-1.187875748,-0.327008158,0.150152355,0.289524555,-1.241735101,1.101126671,-0.079533026,-0.660442531,-0.144834176,-0.17028819,-0.143179387
1602,0.207022846,0.883881211,0.139125064,-0.357864916,-0.061460335,0.470486134,-1.082910299,0.44282937,0.675732553,0.736623466,0.022433434,-0.185075641,0.140686959,0.266624093,0.350449413,-0.117203385,-0.450796127,0.811037004,0.142343357,-0.744506598,0.615213275,-1.350273728,-0.512241602,0.234714508,0.19942233,-1.318301558,1.017314792,0.121049814,-0.661162317,0.011171636,-0.223858938,0.007983015
1545,-0.040052984,-0.162672594,0.085341729,-0.465962112,0.256661117,-0.053705256,-1.135801196,-0.67778188,0.470298797,0.518912971,-0.017594479,-0.22066319,-0.569342077,0.914182782,0.319051981,-0.225514859,-0.303104967,0.076799624,0.961890459,-0.895449519,-0.111825928,-1.122069836,0.056704059,-0.050609734,0.584285676,-0.344323307,0.431215852,0.109530799,-0.419300616,0.34599185,0.030612841,-0.181024671
2953,-0.248049602,0.656875968,1.045343399,-0.731492102,0.279744685,0.050756428,-0.579336166,-0.75477016,0.264395624,0.360280931,0.114797287,-0.303712696,-0.603764594,0.468439639,0.346840441,-0.355861187,-0.428797334,0.274571508,-0.10995996,-0.668429852,-0.158881485,-0.696583092,-0.426661134,0.543156922,0.181707367,0.112366877,0.42072612,-0.346471786,-0.79774791,-0.227003574,0.339922816,0.714790225
2843,-0.727476478,0.324373841,0.086486973,0.000110436,-0.194952682,0.481290311,-1.213669777,-0.670556426,0.009298987,0.903053403,-0.399832815,-0.677197337,-0.545612752,0.084451169,0.544481933,-0.369733453,-0.74043268,0.697387755,0.59443903,-0.320168108,-0.924703717,-0.375821173,-0.207145542,0.822600782,-0.268298775,-0.342186809,0.64887917,-0.771912694,-0.512890816,-0.113411531,0.38294521,0.218139216
3137,0.162027016,1.206593752,-0.036910273,0.458964109,0.512381613,0.568482816,-0.383308619,-0.167653874,0.167510062,-0.13913025,0.670252979,-0.339202374,0.365004927,-0.022342702,-0.086092688,-0.159465507,0.063400418,0.339922994,-0.334721923,-0.454581678,-0.261445105,0.475396663,0.043278802,0.183524281,0.342950135,0.086170286,0.487667888,-0.042719167,-0.096661478,-0.306010485,1.201950431,0.484974563
746,-0.083502352,1.042801142,0.276032418,0.427776843,0.130488083,0.128096968,-0.885597229,-0.747478664,0.087519594,0.251498818,-0.181151181,-0.148869425,0.395650893,0.436250359,-0.387846023,0.610964954,0.207276836,-0.659887791,0.719442844,-0.819688022,0.930141926,0.216506913,0.187695861,0.81918031,0.514652491,-0.075286157,-0.055913579,-0.249115139,-0.913247645,-0.196218029,0.659218967,-0.33076492
1132,0.675432324,-0.737535596,-0.134872735,0.208607793,0.421064556,0.161437616,-0.502503335,-0.694345236,-0.086823538,1.071903348,-0.098893829,-0.506477475,-0.040947404,0.60328573,0.416865051,0.074297689,0.319811642,0.368816733,-0.411043644,-0.450316459,0.131784663,-0.492082417,-0.510000825,-0.186388344,0.309973568,0.263219804,0.407180578,0.528366923,0.05428838,-0.036361758,0.584690869,-0.207929209
103,0.89112252,0.884490371,0.113645695,0.316126376,0.822854698,0.079999872,0.366992056,0.113456137,0.16026032,0.48136571,-0.386532933,-0.089755625,0.319467962,0.59545362,0.030311937,0.166859537,-0.739940822,0.056385532,0.050461378,-0.1267654,-0.049403682,0.06149175,0.143252641,-0.190343902,-0.003433123,-0.405538887,0.471005499,0.071604952,0.300783157,0.878791213,0.893675745,-0.196678936
2078,-0.095688619,0.778532922,0.45307821,-0.790830255,0.362078995,0.065157689,-0.794254541,-0.732728541,1.012147665,0.201095715,-0.902547836,0.695319772,0.622897506,0.199643001,-0.510182679,-0.217869148,-0.521678567,-0.727114916,0.113508031,-0.414950281,0.397243232,-0.239086837,-0.947579443,-0.306377262,0.432421476,-0.690998197,-0.197678596,0.559159636,-0.144616574,0.414772063,0.401062697,0.405432701
2024,0.717682838,1.241586208,-0.289224148,0.067837112,0.451564699,0.025727332,-0.086479157,-0.953993976,0.995024025,0.25759697,-0.345872402,0.262055844,0.714892089,0.214753881,0.250255287,-0.126137197,-0.026237536,-0.204151466,-0.124198057,-0.003302859,0.003720037,0.307561636,-0.338566393,0.073509708,0.168754384,0.060843129,0.196899131,-0.096216381,-0.576756716,0.275354624,0.158181682,0.601684034
1410,1.093864679,0.371798813,-0.205622256,-0.089231849,0.429158002,0.449395329,-0.388536245,-0.650114596,0.372126251,0.260450691,0.159622058,0.225140706,0.029471669,-0.186212704,-0.123840377,0.076220669,-0.7495206,-0.219912648,0.4556427,-0.363534033,0.512464464,-0.292190552,-0.479269743,-0.145305499,0.073320672,-0.912014902,0.355049163,-0.104814284,-0.03535201,-0.007211136,0.011483041,0.691192031
1423,0.513566971,0.625006855,-0.316880852,-0.082920335,0.569726884,0.411279857,-0.008530508,-0.861584783,0.089455143,-0.106972955,0.421530694,0.193650246,0.626816213,-0.443569839,0.101608038,-0.213432863,-0.258011967,0.062769964,0.035702027,-0.985362887,0.640010178,-0.100888491,0.060715374,0.154081926,0.683853209,0.065564796,0.460360914,0.303798109,0.192956582,-0.092777818,0.79558152,0.167360947
